term_str,bing_negative,bing_positive,bing_sentiment
useful,0,1,1
useless,1,0,-1
usurp,1,0,-1
usurper,1,0,-1
utterly,1,0,-1
vagrant,1,0,-1
vague,1,0,-1
vagueness,1,0,-1
vain,1,0,-1
vainly,1,0,-1
valiant,0,1,1
valiantly,0,1,1
valor,0,1,1
valuable,0,1,1
vanity,1,0,-1
variety,0,1,1
vehement,1,0,-1
vehemently,1,0,-1
venerate,0,1,1
vengeance,1,0,-1
vengeful,1,0,-1
vengefully,1,0,-1
vengefulness,1,0,-1
venom,1,0,-1
venomous,1,0,-1
venomously,1,0,-1
vent,1,0,-1
verifiable,0,1,1
veritable,0,1,1
versatile,0,1,1
versatility,0,1,1
vestiges,1,0,-1
vex,1,0,-1
vexation,1,0,-1
vexing,1,0,-1
vexingly,1,0,-1
vibrant,0,1,1
vibrantly,0,1,1
vibrate,1,0,-1
vibrated,1,0,-1
vibrates,1,0,-1
vibrating,1,0,-1
vibration,1,0,-1
vice,1,0,-1
vicious,1,0,-1
viciously,1,0,-1
viciousness,1,0,-1
victimize,1,0,-1
victorious,0,1,1
victory,0,1,1
viewable,0,1,1
vigilance,0,1,1
vigilant,0,1,1
vile,1,0,-1
vileness,1,0,-1
vilify,1,0,-1
villainous,1,0,-1
villainously,1,0,-1
villains,1,0,-1
villian,1,0,-1
villianous,1,0,-1
villianously,1,0,-1
villify,1,0,-1
vindictive,1,0,-1
vindictively,1,0,-1
vindictiveness,1,0,-1
violate,1,0,-1
violation,1,0,-1
violator,1,0,-1
violators,1,0,-1
violent,1,0,-1
violently,1,0,-1
viper,1,0,-1
virtue,0,1,1
virtuous,0,1,1
virtuously,0,1,1
virulence,1,0,-1
virulent,1,0,-1
virulently,1,0,-1
virus,1,0,-1
visionary,0,1,1
vivacious,0,1,1
vivid,0,1,1
vociferous,1,0,-1
vociferously,1,0,-1
volatile,1,0,-1
volatility,1,0,-1
vomit,1,0,-1
vomited,1,0,-1
vomiting,1,0,-1
vomits,1,0,-1
vouch,0,1,1
vouchsafe,0,1,1
vulgar,1,0,-1
vulnerable,1,0,-1
wack,1,0,-1
wail,1,0,-1
wallow,1,0,-1
wane,1,0,-1
waning,1,0,-1
wanton,1,0,-1
warily,1,0,-1
wariness,1,0,-1
warlike,1,0,-1
warm,0,1,1
warmer,0,1,1
warmhearted,0,1,1
warmly,0,1,1
warmth,0,1,1
warned,1,0,-1
warning,1,0,-1
warp,1,0,-1
warped,1,0,-1
wary,1,0,-1
waste,1,0,-1
wasted,1,0,-1
wasteful,1,0,-1
wastefulness,1,0,-1
wasting,1,0,-1
wayward,1,0,-1
weak,1,0,-1
weaken,1,0,-1
weakening,1,0,-1
weaker,1,0,-1
weakness,1,0,-1
weaknesses,1,0,-1
wealthy,0,1,1
weariness,1,0,-1
wearisome,1,0,-1
weary,1,0,-1
wedge,1,0,-1
weed,1,0,-1
weep,1,0,-1
weird,1,0,-1
weirdly,1,0,-1
welcome,0,1,1
well,0,1,1
wellbeing,0,1,1
wheedle,1,0,-1
whimper,1,0,-1
whine,1,0,-1
whining,1,0,-1
whiny,1,0,-1
whips,1,0,-1
whoa,0,1,1
wholeheartedly,0,1,1
wholesome,0,1,1
whooa,0,1,1
whoooa,0,1,1
whore,1,0,-1
whores,1,0,-1
wicked,1,0,-1
wickedly,1,0,-1
wickedness,1,0,-1
wieldy,0,1,1
wild,1,0,-1
wildly,1,0,-1
wiles,1,0,-1
willing,0,1,1
willingly,0,1,1
willingness,0,1,1
wilt,1,0,-1
wily,1,0,-1
wimpy,1,0,-1
win,0,1,1
wince,1,0,-1
windfall,0,1,1
winnable,0,1,1
winner,0,1,1
winners,0,1,1
winning,0,1,1
wins,0,1,1
wisdom,0,1,1
wise,0,1,1
wisely,0,1,1
witty,0,1,1
wobble,1,0,-1
wobbled,1,0,-1
wobbles,1,0,-1
woe,1,0,-1
woebegone,1,0,-1
woeful,1,0,-1
woefully,1,0,-1
womanizer,1,0,-1
womanizing,1,0,-1
won,0,1,1
wonder,0,1,1
wonderful,0,1,1
wonderfully,0,1,1
wonderous,0,1,1
wonderously,0,1,1
wonders,0,1,1
wondrous,0,1,1
woo,0,1,1
work,0,1,1
workable,0,1,1
worked,0,1,1
works,0,1,1
worn,1,0,-1
worried,1,0,-1
worriedly,1,0,-1
worrier,1,0,-1
worries,1,0,-1
worrisome,1,0,-1
worry,1,0,-1
worrying,1,0,-1
worryingly,1,0,-1
worse,1,0,-1
worsen,1,0,-1
worsening,1,0,-1
worst,1,0,-1
worth,0,1,1
worthiness,0,1,1
worthless,1,0,-1
worthlessly,1,0,-1
worthlessness,1,0,-1
worthwhile,0,1,1
worthy,0,1,1
wound,1,0,-1
wounds,1,0,-1
wow,0,1,1
wowed,0,1,1
wowing,0,1,1
wows,0,1,1
wrangle,1,0,-1
wrath,1,0,-1
wreak,1,0,-1
wreaked,1,0,-1
wreaks,1,0,-1
wreck,1,0,-1
wrest,1,0,-1
wrestle,1,0,-1
wretch,1,0,-1
wretched,1,0,-1
wretchedly,1,0,-1
wretchedness,1,0,-1
wrinkle,1,0,-1
wrinkled,1,0,-1
wrinkles,1,0,-1
wrip,1,0,-1
wripped,1,0,-1
wripping,1,0,-1
writhe,1,0,-1
wrong,1,0,-1
wrongful,1,0,-1
wrongly,1,0,-1
wrought,1,0,-1
yawn,1,0,-1
yay,0,1,1
youthful,0,1,1
zap,1,0,-1
zapped,1,0,-1
zaps,1,0,-1
zeal,0,1,1
zealot,1,0,-1
zealous,1,0,-1
zealously,1,0,-1
zenith,0,1,1
zest,0,1,1
zippy,0,1,1
zombie,1,0,-1
