term_str,nrc_anger,nrc_anticipation,nrc_disgust,nrc_fear,nrc_joy,nrc_negative,nrc_positive,nrc_sadness,nrc_surprise,nrc_trust,nrc_polarity
squirm,0,0,1,0,0,1,0,0,0,0,-1
stab,1,0,0,1,0,1,0,1,1,0,-1
stable,0,0,0,0,0,0,1,0,0,1,1
stagnant,0,0,0,0,0,1,0,1,0,0,-1
stain,0,0,1,0,0,1,0,0,0,0,-1
stalemate,1,0,1,0,0,0,0,0,0,0,0
stalk,0,0,0,1,0,1,0,0,0,0,-1
stamina,0,0,0,0,0,0,1,0,0,1,1
standoff,1,0,0,1,0,1,0,0,0,0,-1
standstill,1,0,0,0,0,1,0,0,0,0,-1
star,0,1,0,0,1,0,1,0,0,1,1
stark,0,0,0,0,0,1,0,0,0,1,-1
starry,0,1,0,0,1,0,1,0,0,0,1
startle,0,0,0,1,0,1,0,0,1,0,-1
starvation,0,0,0,1,0,1,0,1,0,0,-1
statement,0,0,0,0,0,0,1,0,0,1,1
steadfast,0,0,0,0,0,0,1,0,0,1,1
steady,0,0,0,0,0,0,0,0,1,1,0
steal,1,0,0,1,0,1,0,1,0,0,-1
stealing,0,0,1,1,0,1,0,0,0,0,-1
stealthy,0,1,0,1,0,1,0,0,1,0,-1
sterile,0,0,0,0,0,1,0,1,0,0,-1
sterling,1,1,0,0,1,1,1,0,0,1,0
steward,0,0,0,0,0,0,1,0,0,1,1
stifled,1,0,0,1,0,1,0,1,0,0,-1
stigma,1,0,1,1,0,1,0,1,0,0,-1
stillborn,0,0,0,0,0,1,0,1,0,0,-1
stillness,0,0,0,1,0,0,1,1,0,0,1
sting,1,0,0,1,0,1,0,0,0,0,-1
stingy,1,0,1,1,0,1,0,1,0,0,-1
stink,0,0,1,0,0,1,0,0,0,0,-1
stinking,0,0,1,0,0,1,0,0,0,0,-1
stint,0,0,0,1,0,1,0,1,0,0,-1
stolen,1,0,0,0,0,1,0,0,0,0,-1
stone,1,0,0,0,0,1,0,0,0,0,-1
stools,0,0,1,0,0,1,0,0,0,0,-1
store,0,1,0,0,0,0,1,0,0,0,1
storm,1,0,0,0,0,1,0,0,0,0,-1
stormy,0,0,0,1,0,1,0,0,0,0,-1
straightforward,0,0,0,0,0,0,1,0,0,1,1
strained,1,0,0,0,0,1,0,0,0,0,-1
straits,0,0,0,1,0,1,0,0,0,0,-1
stranger,0,0,0,1,0,1,0,0,0,0,-1
strangle,1,0,1,1,0,1,0,1,1,0,-1
strategist,0,1,0,0,0,0,1,0,0,1,1
strength,0,0,0,0,0,0,1,0,0,1,1
strengthening,0,0,0,0,1,0,1,0,0,1,1
stretcher,0,0,0,1,0,0,0,1,0,0,0
strife,1,0,0,0,0,1,0,0,0,0,-1
strike,1,0,0,0,0,1,0,0,0,0,-1
strip,0,0,0,0,0,1,0,1,0,0,-1
stripped,1,1,1,1,0,1,0,1,0,0,-1
stroke,0,0,0,1,0,1,0,1,0,0,-1
structure,0,0,0,0,0,0,1,0,0,1,1
struggle,1,0,0,1,0,1,0,1,0,0,-1
stunned,0,0,0,1,0,1,0,0,1,0,-1
sty,0,0,1,0,0,1,0,0,0,0,-1
subjected,0,0,0,0,0,1,0,1,0,0,-1
subjugation,1,0,1,1,0,1,0,1,0,0,-1
sublimation,0,0,0,0,1,0,1,0,0,0,1
subordinate,0,0,0,1,0,1,0,0,0,0,-1
subsidence,0,0,0,0,0,1,0,1,0,0,-1
subsidy,1,0,1,0,0,1,0,0,0,0,-1
subversion,1,0,0,1,0,1,0,0,0,0,-1
subversive,1,0,0,0,0,1,0,0,1,0,-1
subvert,0,0,1,1,0,1,0,1,0,0,-1
succeed,0,1,0,0,1,0,1,0,1,1,1
succeeding,0,1,0,0,1,0,1,0,0,1,1
success,0,1,0,0,1,0,1,0,0,0,1
successful,0,1,0,0,1,0,1,0,0,1,1
succulent,0,0,0,0,0,1,1,0,0,0,0
sucker,1,0,0,0,0,1,0,0,0,0,-1
sue,1,0,0,0,0,1,0,1,0,0,-1
sufferer,0,0,0,1,0,1,0,1,0,0,-1
suffering,0,0,1,1,0,1,0,1,0,0,-1
suffocating,0,0,1,1,0,1,0,1,0,0,-1
suffocation,1,0,0,1,0,1,0,0,0,0,-1
suicidal,1,0,1,1,0,1,0,1,0,0,-1
suicide,1,0,0,1,0,1,0,1,0,0,-1
sullen,1,0,0,0,0,1,0,1,0,0,-1
sun,0,1,0,0,1,0,1,0,1,1,1
sundial,0,1,0,0,0,0,0,0,0,1,0
sunk,0,0,1,1,0,1,0,1,0,0,-1
sunny,0,1,0,0,1,0,1,0,1,0,1
sunset,0,1,0,0,0,0,1,0,0,0,1
sunshine,0,0,0,0,1,0,1,0,0,0,1
superman,0,0,0,0,1,0,1,0,0,1,1
superstar,0,0,0,0,1,0,1,0,0,1,1
superstition,0,0,0,1,0,1,1,0,0,0,0
superstitious,0,1,0,1,0,1,0,0,0,0,-1
supplication,0,0,0,0,0,0,1,0,0,1,1
supporter,0,0,0,0,1,0,1,0,0,1,1
supporting,0,0,0,0,0,0,1,0,0,1,1
suppress,1,0,0,1,0,1,0,1,0,0,-1
suppression,1,0,1,1,0,1,0,0,0,0,-1
supremacy,1,1,0,1,1,1,1,0,1,1,0
surcharge,1,0,0,0,0,1,0,0,0,0,-1
surety,0,0,0,0,0,0,1,0,0,1,1
surgery,0,0,0,1,0,0,0,1,0,0,0
surly,1,0,1,0,0,1,0,0,0,0,-1
surprise,0,0,0,1,1,0,1,0,1,0,1
surprisingly,0,1,0,0,0,0,0,0,1,0,0
surrender,0,0,0,1,0,1,0,1,0,0,-1
surrendering,0,0,0,0,0,1,0,1,0,0,-1
surround,0,1,0,0,0,1,1,0,0,0,0
suspect,0,0,0,1,0,1,0,0,0,0,-1
suspense,0,1,0,1,0,0,0,0,1,0,0
suspension,0,0,0,1,0,1,0,0,0,0,-1
suspicion,0,0,0,1,0,1,0,0,0,0,-1
suspicious,1,1,0,0,0,1,0,0,0,0,-1
swamp,0,0,1,1,0,1,0,0,0,0,-1
swampy,0,0,1,1,0,1,0,0,0,0,-1
swastika,1,0,0,1,0,1,0,0,0,0,-1
swear,0,0,0,0,0,0,1,0,0,1,1
sweet,0,1,0,0,1,0,1,0,1,1,1
sweetheart,0,1,0,0,1,0,1,1,0,1,1
sweets,0,1,0,0,1,0,1,0,0,0,1
swelling,0,0,0,1,0,1,0,0,0,0,-1
swerve,0,0,0,1,0,0,0,0,1,0,0
swig,0,0,1,0,0,1,0,0,0,0,-1
swim,0,1,0,1,1,0,1,0,0,0,1
swine,0,0,1,0,0,1,0,0,0,0,-1
symmetry,0,0,0,0,1,0,1,0,0,1,1
sympathetic,0,0,0,1,1,0,1,1,0,1,1
sympathy,0,0,0,0,0,0,1,1,0,0,1
symphony,0,1,0,0,1,0,1,0,0,0,1
synchronize,0,1,0,0,1,0,1,0,1,1,1
syncope,0,0,0,1,0,1,0,1,1,0,-1
synergistic,0,0,0,0,0,0,1,0,0,1,1
synod,0,0,0,0,0,0,1,0,0,1,1
synonymous,0,0,0,1,0,1,1,0,0,1,0
taboo,0,0,1,1,0,1,0,0,0,0,-1
tackle,1,0,0,0,0,0,0,0,1,0,0
tactics,0,0,0,1,0,0,0,0,0,1,0
taint,0,0,0,0,0,1,0,1,0,0,-1
talons,1,0,0,1,0,1,0,0,0,0,-1
tantalizing,0,1,0,0,1,1,1,0,1,0,0
tariff,1,0,1,0,0,1,0,0,0,0,-1
tarnish,0,0,1,0,0,1,0,1,0,0,-1
tasteless,0,0,1,0,0,1,0,0,0,0,-1
taunt,1,0,0,1,0,1,0,1,0,0,-1
tax,0,0,0,0,0,1,0,1,0,0,-1
teach,0,0,0,0,1,0,1,0,1,1,1
teacher,0,0,0,0,0,0,1,0,0,1,1
tearful,0,0,1,1,0,0,0,1,0,0,0
tease,1,1,0,0,0,1,0,1,0,0,-1
teasing,1,0,0,1,0,1,0,0,0,0,-1
teens,0,0,0,0,0,1,1,0,0,0,0
tempest,1,1,0,1,0,1,0,1,1,0,-1
tender,0,0,0,0,1,0,1,0,0,1,1
tenderness,0,0,0,0,1,0,1,0,0,0,1
terminal,0,0,0,1,0,1,0,1,0,0,-1
termination,0,0,0,0,0,1,0,1,0,0,-1
termite,0,0,1,0,0,1,0,0,0,0,-1
terrible,1,0,1,1,0,1,0,1,0,0,-1
terror,0,0,0,1,0,1,0,0,0,0,-1
terrorism,1,0,1,1,0,1,0,1,0,0,-1
terrorist,1,0,1,1,0,1,0,1,1,0,-1
terrorize,1,0,0,1,0,1,0,1,0,0,-1
testament,0,1,0,0,0,0,0,0,0,1,0
tetanus,0,0,1,0,0,1,0,0,0,0,-1
thankful,0,0,0,0,1,0,1,0,0,0,1
thanksgiving,0,0,0,0,1,0,1,0,0,0,1
theft,1,0,1,1,0,1,0,1,0,0,-1
theism,0,0,1,0,0,1,0,0,0,0,-1
theocratic,1,0,0,1,0,1,0,1,0,1,-1
theory,0,1,0,0,0,0,0,0,0,1,0
therapeutic,0,0,0,0,1,0,1,0,0,1,1
thief,1,0,1,1,0,1,0,1,1,0,-1
thirst,0,1,0,0,0,0,0,1,1,0,0
thorny,0,0,0,1,0,1,0,0,0,0,-1
thoughtful,0,0,0,0,0,0,1,0,0,1,1
thoughtless,1,0,1,0,0,1,0,0,0,0,-1
thrash,1,0,1,1,0,1,0,1,0,0,-1
threat,1,0,0,1,0,1,0,0,0,0,-1
threaten,1,1,0,1,0,1,0,0,0,0,-1
threatening,1,0,1,1,0,1,0,0,0,0,-1
thresh,1,0,0,1,0,1,0,1,0,0,-1
thrift,0,0,1,0,0,0,1,0,0,1,1
thrill,0,1,0,1,1,0,1,0,1,0,1
thrilling,0,1,0,0,1,0,1,0,1,0,1
thriving,0,1,0,0,1,0,1,0,0,0,1
throb,0,0,0,1,0,1,0,1,0,0,-1
throne,0,0,0,0,0,0,1,0,0,1,1
throttle,1,0,0,0,0,1,0,0,0,0,-1
thug,1,0,1,1,0,1,0,0,0,0,-1
thump,1,0,0,0,0,1,0,0,0,0,-1
thundering,1,0,0,1,0,1,0,0,0,0,-1
thwart,0,0,0,0,0,1,0,0,1,0,-1
tickle,0,1,0,0,1,0,1,0,1,1,1
tiff,1,0,0,0,0,1,0,0,0,0,-1
timid,0,0,0,1,0,1,0,1,0,0,-1
timidity,0,1,0,1,0,1,0,0,0,0,-1
tinsel,0,0,0,0,1,0,1,0,0,0,1
tirade,1,0,1,0,0,1,0,0,0,0,-1
title,0,0,0,0,0,0,1,0,0,1,1
toad,0,0,1,0,0,1,0,0,0,0,-1
toast,0,0,0,0,1,0,1,0,0,0,1
toilet,0,0,1,0,0,1,0,0,0,0,-1
tolerate,1,0,0,0,0,1,0,1,0,0,-1
toothache,0,0,0,1,0,1,0,0,0,0,-1
top,0,1,0,0,0,0,1,0,0,1,1
torment,1,0,0,1,0,1,0,1,0,0,-1
torpedo,1,0,0,0,0,1,0,0,0,0,-1
tortious,1,0,1,0,0,1,0,0,0,0,-1
torture,1,1,1,1,0,1,0,1,0,0,-1
touchy,1,0,0,0,0,1,0,1,0,0,-1
tough,0,0,0,0,0,1,0,1,0,0,-1
toughness,1,0,0,1,0,0,1,0,0,1,1
towering,0,1,0,1,0,0,1,0,0,0,1
toxic,0,0,1,0,0,1,0,0,0,0,-1
toxin,0,0,0,1,0,1,0,0,0,0,-1
tragedy,0,0,0,1,0,1,0,1,0,0,-1
traitor,1,0,1,1,0,1,0,1,0,0,-1
tramp,0,0,1,1,0,1,0,1,0,0,-1
tranquil,0,0,0,0,1,0,1,0,0,0,1
tranquility,0,0,0,0,1,0,1,0,0,1,1
transcendence,0,1,0,0,1,0,1,0,1,1,1
trash,0,0,1,0,0,1,0,1,0,0,-1
trashy,0,0,1,0,0,1,0,0,0,0,-1
traumatic,1,0,0,1,0,1,0,1,0,0,-1
travesty,0,0,1,1,0,1,0,1,0,0,-1
treacherous,1,0,1,1,0,1,0,0,0,0,-1
treachery,1,0,0,1,0,1,0,1,1,0,-1
treason,1,0,1,1,0,1,0,0,1,0,-1
treasure,0,1,0,0,1,0,1,0,0,1,1
treat,1,1,1,1,1,1,1,1,1,1,0
tree,1,1,1,0,1,0,1,0,1,1,1
trembling,0,0,0,1,0,1,0,0,0,0,-1
tremor,1,1,0,1,0,1,0,1,0,0,-1
trepidation,0,1,0,1,0,1,0,0,1,0,-1
trespass,1,0,0,0,0,1,0,0,0,0,-1
tribulation,0,0,0,1,0,1,0,1,0,0,-1
tribunal,0,1,1,1,0,1,0,0,0,1,-1
tributary,0,1,0,0,0,0,1,0,0,0,1
trick,0,0,0,0,0,1,0,0,1,0,-1
trickery,1,0,1,1,0,1,0,1,1,0,-1
tripping,1,0,0,0,0,1,0,1,0,0,-1
triumph,0,1,0,0,1,0,1,0,0,0,1
triumphant,0,1,0,0,1,0,1,0,0,1,1
troll,1,0,0,1,0,1,0,0,0,0,-1
trophy,0,1,0,0,1,0,1,0,1,1,1
troublesome,1,0,0,1,0,1,0,0,0,0,-1
truce,0,0,0,0,1,0,1,0,0,1,1
true,0,0,0,0,1,0,1,0,0,1,1
truth,0,0,0,0,0,0,1,0,0,1,1
truthfulness,0,0,0,0,0,0,1,0,0,1,1
tumor,0,0,0,1,0,1,0,0,0,0,-1
tumour,0,0,0,1,0,1,0,1,0,0,-1
tumult,1,0,0,1,0,1,0,0,1,0,-1
tumultuous,1,0,0,1,0,1,0,0,0,0,-1
turbulence,1,0,0,1,0,1,0,0,0,0,-1
turbulent,0,0,0,1,0,1,0,0,0,0,-1
turmoil,1,0,0,1,0,1,0,1,0,0,-1
tutelage,0,0,0,0,0,0,1,0,0,1,1
twinkle,0,1,0,0,1,0,1,0,0,0,1
typhoon,0,0,0,1,0,1,0,0,0,0,-1
tyrannical,1,0,1,1,0,1,0,0,0,0,-1
tyranny,0,0,0,1,0,1,0,1,0,0,-1
tyrant,1,0,1,1,0,1,0,1,0,0,-1
ugliness,0,0,1,1,0,1,0,1,0,0,-1
ugly,0,0,1,0,0,1,0,0,0,0,-1
ulcer,1,0,1,1,0,1,0,1,0,0,-1
ultimate,0,1,0,0,0,0,0,1,0,0,0
ultimately,0,1,0,0,0,0,1,0,0,0,1
ultimatum,1,0,0,1,0,1,0,0,0,0,-1
umpire,0,0,0,0,0,0,1,0,0,1,1
unable,0,0,0,0,0,1,0,1,0,0,-1
unacceptable,0,0,0,0,0,1,0,1,0,0,-1
unaccountable,0,1,1,0,0,1,0,1,0,1,-1
unattainable,1,0,0,0,0,1,0,1,0,0,-1
unattractive,0,0,1,0,0,1,0,1,0,0,-1
unbearable,0,0,1,0,0,1,0,1,0,0,-1
unbeaten,0,1,0,0,1,1,1,1,1,0,0
unbridled,1,1,0,1,0,1,1,0,1,0,0
unbroken,0,0,0,0,0,0,1,0,0,1,1
uncanny,0,0,0,1,0,1,0,0,1,0,-1
uncaring,1,0,1,0,0,1,0,1,0,0,-1
uncertain,1,0,1,1,0,1,0,0,1,0,-1
unclean,0,0,1,0,0,1,0,0,0,0,-1
unconscionable,0,0,1,0,0,1,0,0,0,0,-1
unconstrained,0,0,0,0,1,0,1,0,0,0,1
uncontrollable,1,1,0,0,0,1,0,0,1,0,-1
undecided,0,1,0,1,0,1,0,0,0,0,-1
underpaid,1,0,0,0,0,1,0,1,0,0,-1
understanding,0,0,0,0,0,0,1,0,0,1,1
underwrite,0,0,0,0,0,0,1,0,0,1,1
undesirable,1,0,1,1,0,1,0,1,0,0,-1
undesired,0,0,0,0,0,1,0,1,0,0,-1
undoubted,0,1,1,0,0,0,0,0,0,0,0
undying,0,1,0,0,1,0,1,1,0,1,1
uneasiness,0,1,0,0,0,1,0,1,0,0,-1
uneasy,0,0,1,1,0,1,0,0,0,0,-1
uneducated,0,0,0,0,0,1,0,1,0,0,-1
unemployed,0,0,0,1,0,1,0,1,0,0,-1
unequal,1,0,1,1,0,1,0,1,0,0,-1
unexpected,0,1,0,1,1,1,1,0,1,0,0
unexplained,0,1,0,0,0,1,0,1,0,0,-1
unfair,1,0,1,0,0,1,0,1,0,0,-1
unfairness,1,0,0,0,0,1,0,1,0,0,-1
unfaithful,0,0,1,0,0,1,0,0,0,0,-1
unfavorable,0,0,1,0,0,1,0,1,0,0,-1
unfold,0,1,0,0,0,0,1,0,0,0,1
unforgiving,1,0,0,0,0,1,0,1,0,0,-1
unfortunate,0,0,0,0,0,1,0,1,0,0,-1
unfriendly,1,0,1,1,0,1,0,1,0,0,-1
unfulfilled,1,1,0,0,0,1,0,1,1,0,-1
ungodly,0,0,0,0,0,1,0,1,0,0,-1
ungrateful,1,0,1,0,0,1,0,0,0,0,-1
unhappiness,0,0,0,0,0,1,0,1,0,0,-1
unhappy,1,0,1,0,0,1,0,1,0,0,-1
unhealthy,0,0,1,1,0,1,0,1,0,0,-1
unholy,0,0,0,1,0,1,0,0,0,0,-1
unification,0,1,0,0,1,0,1,0,0,1,1
unimaginable,0,0,0,0,0,1,1,0,1,0,0
unimportant,0,0,0,0,0,1,0,1,0,0,-1
uninspired,0,0,0,0,0,1,0,1,0,0,-1
unintentionally,0,0,0,0,0,1,0,0,1,0,-1
uninterested,0,0,0,0,0,1,0,1,0,0,-1
uninteresting,0,0,0,0,0,1,0,1,0,0,-1
unique,0,0,0,0,0,0,1,0,1,0,1
united,0,0,0,0,0,0,1,0,0,1,1
unity,0,0,0,0,0,0,1,0,0,1,1
university,0,1,0,0,0,0,1,0,0,0,1
unjust,1,0,0,0,0,1,0,0,0,0,-1
unjustifiable,1,0,1,1,0,1,0,0,0,0,-1
unkind,1,0,1,1,0,1,0,1,0,0,-1
unknown,0,1,0,1,0,1,0,0,0,0,-1
unlawful,1,0,1,1,0,1,0,1,0,0,-1
unlucky,1,0,1,1,0,1,0,1,0,0,-1
unmanageable,0,0,1,0,0,1,0,0,0,0,-1
unnatural,0,0,1,1,0,1,0,0,0,0,-1
unpaid,1,0,0,0,0,1,0,1,0,0,-1
unpleasant,0,0,1,0,0,1,0,1,0,0,-1
unpopular,0,0,1,0,0,1,0,1,0,0,-1
unpredictable,0,0,0,0,0,1,0,0,1,0,-1
unpublished,0,1,0,0,0,1,0,1,0,0,-1
unquestionable,0,0,0,0,0,0,1,0,0,1,1
unquestionably,0,0,0,0,0,0,1,0,0,1,1
unquestioned,0,0,0,0,0,0,1,0,0,1,1
unreliable,0,0,0,0,0,1,0,0,0,1,-1
unrequited,0,0,0,0,0,1,0,1,0,0,-1
unrest,0,0,0,1,0,0,0,1,0,0,0
unruly,1,0,1,1,0,1,0,0,0,0,-1
unsafe,0,0,0,1,0,1,0,0,0,0,-1
unsatisfactory,0,0,1,0,0,1,0,0,0,0,-1
unsatisfied,0,0,1,0,0,1,0,1,0,0,-1
unsettled,1,0,1,1,0,1,0,0,0,0,-1
unsightly,0,0,1,0,0,1,0,0,0,0,-1
unspeakable,0,0,0,1,0,1,0,0,0,0,-1
unstable,0,0,0,1,0,1,0,0,1,0,-1
unsuccessful,0,0,0,0,0,1,0,1,0,0,-1
unsurpassed,0,1,0,1,1,0,1,0,0,1,1
unsympathetic,1,0,0,0,0,1,0,0,0,0,-1
unthinkable,1,0,1,1,0,1,0,0,0,0,-1
untidy,0,0,1,0,0,1,0,0,0,0,-1
untie,0,0,0,0,1,1,1,0,0,0,0
untitled,0,0,0,0,0,1,0,1,0,0,-1
untold,0,1,0,0,0,1,0,0,0,0,-1
untoward,1,0,1,0,0,1,0,0,0,0,-1
untrustworthy,1,0,0,0,0,1,0,0,0,0,-1
unwashed,0,0,1,0,0,1,0,0,0,0,-1
unwavering,0,0,0,0,0,0,1,0,0,1,1
unwelcome,0,0,0,0,0,1,0,1,0,0,-1
unwell,0,0,0,0,0,1,0,1,0,0,-1
unworthy,0,0,1,0,0,1,0,0,0,0,-1
upheaval,1,0,0,1,0,1,0,1,0,0,-1
uphill,0,1,0,1,0,1,1,0,0,0,0
uplift,0,1,0,0,1,0,1,0,0,1,1
upright,0,0,0,0,0,0,1,0,0,1,1
uprising,1,1,0,1,0,1,0,0,0,0,-1
upset,1,0,0,0,0,1,0,1,0,0,-1
urgency,0,1,0,1,0,0,0,0,1,0,0
urgent,0,1,0,1,0,1,0,0,1,0,-1
usher,0,0,0,0,0,0,1,0,0,1,1
usual,0,0,0,0,0,0,1,0,0,1,1
usurp,1,0,0,0,0,1,0,0,0,0,-1
usurped,1,0,0,1,0,1,0,0,0,0,-1
utopian,0,1,0,0,1,0,1,0,0,1,1
vacation,0,1,0,0,1,0,1,0,0,0,1
vacuous,0,0,1,0,0,1,0,0,0,0,-1
vainly,0,0,1,0,0,1,0,1,0,0,-1
valor,0,0,0,0,0,0,1,0,0,1,1
vampire,1,0,1,1,0,1,0,0,0,0,-1
vanished,0,0,0,1,0,1,0,1,1,0,-1
varicella,0,0,1,1,0,1,0,1,0,0,-1
veal,0,0,0,0,0,0,0,1,0,1,0
veer,0,0,0,1,0,0,0,0,1,0,0
vegetative,0,0,1,0,0,1,0,1,0,0,-1
vehement,1,0,0,1,0,1,0,0,0,0,-1
vendetta,1,0,0,1,0,1,0,1,0,0,-1
venerable,0,1,0,0,1,0,1,0,0,1,1
vengeance,1,0,0,0,0,1,0,0,0,0,-1
vengeful,1,0,0,1,0,1,0,0,0,0,-1
venom,1,0,1,1,0,1,0,0,0,0,-1
venomous,1,0,1,1,0,1,0,0,0,0,-1
veracity,0,1,0,0,1,0,1,0,1,1,1
verge,0,1,0,1,0,1,0,0,0,0,-1
verification,0,0,0,0,0,0,1,0,0,1,1
verified,0,0,0,0,0,0,1,0,0,1,1
verily,0,0,0,0,0,0,1,0,0,1,1
vermin,1,0,1,1,0,1,0,0,0,0,-1
vernal,0,0,0,0,1,0,1,0,0,0,1
versus,1,0,0,0,0,1,0,0,0,0,-1
vertigo,0,0,0,1,0,1,0,0,0,0,-1
veteran,0,0,0,0,0,0,1,0,0,1,1
veto,1,0,0,0,0,1,0,0,0,0,-1
vicar,0,0,0,0,0,0,1,0,0,1,1
vicious,1,0,1,0,0,1,0,0,0,0,-1
victim,1,0,0,1,0,1,0,1,0,0,-1
victimized,1,0,1,1,0,1,0,1,1,0,-1
victor,0,0,0,0,1,0,1,0,0,0,1
victorious,0,0,0,0,1,0,1,0,0,0,1
victory,0,1,0,0,1,0,1,0,0,1,1
vigilance,0,1,0,0,0,0,1,0,0,1,1
vigilant,0,0,0,1,0,0,1,0,0,1,1
vigorous,0,0,0,0,0,0,1,0,0,1,1
villager,0,0,0,0,0,0,1,0,0,1,1
villain,0,0,0,1,0,1,0,0,0,0,-1
villainous,1,0,1,1,0,1,0,0,0,0,-1
vindication,0,1,0,0,1,0,1,0,0,1,1
vindictive,1,0,1,0,0,1,0,0,0,0,-1
violation,1,0,0,1,0,1,0,1,1,0,-1
violence,1,0,0,1,0,1,0,1,0,0,-1
violent,1,0,1,1,0,1,0,0,1,0,-1
violently,1,0,1,1,0,1,0,1,0,0,-1
viper,0,0,0,1,0,1,0,0,0,0,-1
virgin,0,0,0,0,0,0,1,0,0,1,1
virginity,0,1,0,0,0,0,1,0,0,0,1
virtue,0,0,0,0,0,0,1,0,0,1,1
virtuous,0,0,0,0,1,0,1,0,0,1,1
virulence,1,0,0,1,0,1,0,0,0,0,-1
vision,0,1,0,0,0,0,1,0,0,0,1
visionary,0,1,0,0,1,0,1,0,0,1,1
visitor,0,1,0,0,1,0,1,0,0,0,1
visor,0,1,0,0,0,0,0,0,1,0,0
vitality,0,0,0,0,1,0,1,0,0,1,1
vivacious,0,0,0,0,1,0,1,0,0,0,1
vivid,0,0,0,0,1,0,1,0,0,0,1
volatility,1,1,0,1,0,1,0,0,1,0,-1
volcano,0,0,0,1,0,1,0,0,1,0,-1
volunteer,0,1,0,1,1,0,1,0,0,1,1
voluptuous,0,1,0,0,1,0,1,0,0,0,1
vote,1,1,0,0,1,1,1,1,1,1,0
vouch,0,0,0,0,0,0,1,0,0,1,1
vow,0,1,0,0,1,0,1,0,0,1,1
vulgar,0,0,1,0,0,1,0,0,0,0,-1
vulgarity,1,0,1,0,0,1,0,1,0,0,-1
vulnerability,0,0,0,1,0,1,0,1,0,0,-1
vulture,0,0,1,1,0,1,0,0,0,0,-1
waffle,1,0,0,0,0,1,0,1,0,0,-1
wages,0,0,0,0,1,0,1,0,0,0,1
wail,0,0,0,1,0,1,0,1,0,0,-1
wait,0,1,0,0,0,1,0,0,0,0,-1
wallow,0,0,1,0,0,1,0,1,0,0,-1
wan,0,0,0,1,0,1,0,1,0,0,-1
wane,0,0,0,0,0,1,0,1,0,0,-1
wanting,0,0,0,0,0,1,0,1,0,0,-1
war,0,0,0,1,0,1,0,0,0,0,-1
warden,1,0,0,1,0,1,0,0,0,1,-1
ware,0,0,0,1,0,1,0,0,0,0,-1
warfare,1,0,0,1,0,1,0,1,0,0,-1
warlike,1,0,0,1,0,1,0,0,0,0,-1
warn,0,1,0,1,0,1,0,0,1,1,-1
warned,0,1,0,1,0,0,0,0,1,0,0
warp,1,0,0,0,0,1,0,1,0,0,-1
warranty,0,0,0,0,0,0,1,0,0,1,1
warrior,1,0,0,1,0,0,1,0,0,0,1
wart,0,0,1,0,0,1,0,0,0,0,-1
waste,0,0,1,0,0,1,0,0,0,0,-1
wasted,1,0,1,0,0,1,0,0,0,0,-1
wasteful,1,0,1,0,0,1,0,1,0,0,-1
wasting,0,0,1,1,0,1,0,1,0,0,-1
watch,0,1,0,1,0,0,0,0,0,0,0
watchdog,0,0,0,0,0,0,1,0,0,1,1
watchful,0,0,0,0,0,0,1,0,0,1,1
watchman,0,0,0,0,0,0,1,0,0,1,1
waver,0,0,0,1,0,1,0,0,0,0,-1
weakly,0,0,0,1,0,1,0,1,0,0,-1
wealth,0,0,0,0,1,0,1,0,0,1,1
wear,0,0,0,0,0,1,0,0,0,1,-1
wearily,0,0,0,0,0,1,0,1,0,0,-1
weariness,0,0,0,0,0,1,0,1,0,0,-1
weary,0,0,0,0,0,1,0,1,0,0,-1
weeds,0,0,0,0,0,1,0,1,0,0,-1
weep,0,0,0,0,0,1,0,1,0,0,-1
weigh,0,1,0,0,0,0,0,0,0,1,0
weight,0,1,1,1,1,1,1,1,1,1,0
weird,0,0,1,0,0,1,0,0,0,0,-1
weirdo,0,0,0,1,0,1,0,0,0,0,-1
welcomed,0,0,0,0,1,0,1,0,0,0,1
wench,1,0,1,0,0,1,0,0,0,0,-1
whim,0,1,0,0,1,1,0,0,1,0,-1
whimper,0,0,0,1,0,0,0,1,0,0,0
whine,0,0,1,0,0,1,0,1,0,0,-1
whip,1,0,0,0,0,1,0,0,0,0,-1
whirlwind,0,0,0,1,0,1,0,0,0,0,-1
white,0,1,0,0,1,0,1,0,0,1,1
whiteness,0,0,0,0,1,0,1,0,0,0,1
wholesome,0,0,0,0,0,0,1,0,0,1,1
whore,0,0,1,0,0,1,0,0,0,0,-1
wicked,0,0,0,1,0,1,0,0,0,0,-1
wickedness,0,0,1,0,0,1,0,0,0,0,-1
wild,0,0,0,0,0,1,0,0,1,0,-1
wilderness,0,1,0,1,0,0,0,1,0,0,0
wildfire,0,0,0,1,0,1,0,1,1,0,-1
willful,1,0,0,0,0,1,0,1,0,0,-1
wimp,0,0,1,1,0,1,0,0,0,0,-1
wimpy,1,0,1,1,0,1,0,1,0,0,-1
wince,1,0,1,1,0,1,0,1,0,0,-1
winner,0,1,0,0,1,0,1,0,1,0,1
winning,0,1,1,0,1,0,1,1,1,1,1
winnings,0,1,0,0,1,0,1,0,0,0,1
wireless,1,1,0,0,0,0,1,0,1,0,1
wisdom,0,0,0,0,0,0,1,0,0,1,1
witch,1,0,1,1,0,1,0,0,0,0,-1
witchcraft,1,0,0,1,0,1,0,1,0,0,-1
withdraw,0,0,0,0,0,1,0,1,0,0,-1
wither,0,0,0,0,0,1,0,1,0,0,-1
